9.53674e-07	0.739085	20
1.90735e-06	0.739084	19
3.8147e-06	0.739086	18
7.62939e-06	0.739082	17
1.52588e-05	0.73909	16
3.05176e-05	0.739105	15
6.10352e-05	0.739075	14
0.00012207	0.739136	13
0.000244141	0.739014	12
0.000488281	0.73877	11
0.000976563	0.739258	10
0.00195313	0.740234	9
0.00390625	0.738281	8
0.0078125	0.742188	7
0.015625	0.734375	6
0.03125	0.71875	5
0.0625	0.6875	4
0.125	0.625	3
